post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,region,language,festival_relevance,festival_season,relevant_festivals,timestamp,month,day_of_week,ad_spend,age_group,gender
874,carousel,Instagram,Technology,3917,421,283,2827,0.23,Mumbai Urban,Bengali,No,Low,Ganesh Chaturthi,2024-09-17 23:16:58,September,Tuesday,4846.51,35-44,Female
875,static_image,YouTube,Politics,1292,462,145,2364,0.11,Rural Rajasthan,English,No,Low,Ganesh Chaturthi,2024-09-04 06:48:16,September,Wednesday,2738.73,35-44,Female
876,video,YouTube,Movies,999,438,408,119,0.05,Rural UP East,Odia,No,Low,Rath Yatra,2024-06-08 17:30:58,June,Saturday,3613.73,25-34,Female
877,reel,Facebook,Movies,1218,886,91,2138,0.11,Mumbai Suburban,Malayalam,Yes,Low,Eid al-Adha,2024-07-11 18:55:06,July,Thursday,2971.77,25-34,Other
878,carousel,Facebook,Entertainment,988,552,370,9151,0.06,Rural Maharashtra North,Urdu,Yes,Low,"Christmas, New Year's Eve",2024-12-18 23:57:18,December,Wednesday,1149.18,55+,Other
879,static_image,Instagram,Music,2649,903,472,9087,0.03,Rural UP West,English,Yes,High,"Diwali, Bhai Dooj",2024-11-30 11:11:44,November,Saturday,3562.42,25-34,Other
880,video,Instagram,Food,2838,36,180,7660,0.09,Rural UP West,Bengali,No,Medium,"Holi, Maha Shivaratri",2024-03-02 15:46:12,March,Saturday,2027.02,18-24,Other
881,carousel,Facebook,Gaming,2662,978,169,2289,0.03,Bengaluru Suburban,Malayalam,Yes,Medium,"Baisakhi, Ram Navami",2024-04-23 07:09:18,April,Tuesday,4230.88,45-54,Other
882,video,Facebook,Food,4815,659,20,4924,0.27,Rural Rajasthan,Kannada,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-04 11:16:26,May,Saturday,3059.14,25-34,Other
883,reel,Instagram,Travel,4114,840,108,1102,0.09,Rural Karnataka North,Urdu,Yes,High,"Diwali, Bhai Dooj",2024-11-21 07:00:42,November,Thursday,2172.7,45-54,Other
884,reel,Instagram,Politics,1587,717,110,5542,0.36,Rural Karnataka South,Gujarati,No,Medium,"Lohri, Pongal, Republic Day",2024-01-17 06:07:29,January,Wednesday,3311.58,55+,Other
885,static_image,YouTube,Entertainment,4766,73,487,4332,0.19,Rural West Bengal,Tamil,No,Low,Vasant Panchami,2024-02-05 22:42:46,February,Monday,314.34,25-34,Other
886,carousel,Facebook,Technology,1313,588,314,945,0.03,Rural Karnataka North,English,No,Low,Eid al-Adha,2024-07-29 23:41:46,July,Monday,2331.25,25-34,Other
887,carousel,Facebook,Movies,5956,1107,534,7473,0.22,Chennai Urban,Kannada,No,Medium,"Baisakhi, Ram Navami",2024-04-17 16:21:30,April,Wednesday,3967.7,25-34,Female
888,static_image,YouTube,Education,1575,603,299,3940,0.2,Rural Maharashtra North,Urdu,No,Low,"Christmas, New Year's Eve",2024-12-01 11:24:43,December,Sunday,2089.88,45-54,Male
889,static_image,YouTube,Music,3651,752,112,7628,0.27,Bengaluru Suburban,Hinglish,No,Low,Vasant Panchami,2024-02-04 07:44:11,February,Sunday,1384.53,45-54,Male
890,carousel,Facebook,Health,5719,268,598,6301,0.1,Rural NCR,Kannada,No,Medium,"Baisakhi, Ram Navami",2024-04-12 14:38:49,April,Friday,2821.84,18-24,Other
891,reel,Instagram,Education,418,991,738,9480,0.25,Rural Maharashtra East,Hindi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-20 20:21:55,August,Tuesday,2770.02,25-34,Other
892,video,YouTube,Music,5314,853,20,6486,0.31,Rural Tamil Nadu North,Hindi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-30 16:39:34,January,Tuesday,4028.21,25-34,Other
893,carousel,Facebook,Education,4736,835,155,8369,0.3,Delhi Urban,Odia,No,Low,Ganesh Chaturthi,2024-09-04 18:14:28,September,Wednesday,2641.13,35-44,Male
894,static_image,Facebook,Social Issues,4842,34,609,2803,0.37,Rural Bihar,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-01 13:59:24,November,Friday,4072.92,35-44,Other
895,video,Facebook,Movies,786,576,525,6867,0.2,Rural Bihar,Gujarati,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-25 04:41:56,August,Sunday,3702.72,25-34,Male
896,static_image,YouTube,Fashion,1063,394,110,6279,0.22,Hyderabad Urban,Malayalam,No,Low,Vasant Panchami,2024-02-09 04:05:29,February,Friday,3756.14,55+,Male
897,carousel,Instagram,Sports,1510,643,567,4806,0.12,Rural Karnataka North,Marathi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-06 01:44:47,August,Tuesday,4351.1,55+,Female
898,video,Facebook,Entertainment,110,538,384,3249,0.3,Rural Maharashtra West,Hindi,No,Low,Eid al-Adha,2024-07-15 20:30:03,July,Monday,3785.09,35-44,Male
899,static_image,Instagram,Movies,2029,259,28,7690,0.34,Pune Urban,Bengali,No,Medium,"Lohri, Pongal, Republic Day",2024-01-30 09:29:29,January,Tuesday,470.66,45-54,Other
900,video,Instagram,Movies,1874,911,13,7141,0.07,Chennai Urban,English,Yes,Low,Ganesh Chaturthi,2024-09-12 23:18:59,September,Thursday,349.19,25-34,Other
901,static_image,Instagram,Entertainment,1006,21,454,4232,0.15,Rural West Bengal,Hindi,No,Low,Rath Yatra,2024-06-23 19:07:38,June,Sunday,4969.51,18-24,Male
902,carousel,Instagram,Gaming,3372,478,105,9505,0.26,Chennai Urban,English,Yes,High,"Diwali, Bhai Dooj",2024-11-17 00:18:42,November,Sunday,3942.86,18-24,Other
903,video,YouTube,Social Issues,5793,1192,324,6420,0.27,Bengaluru Urban,Bengali,No,Medium,"Baisakhi, Ram Navami",2024-04-02 18:50:10,April,Tuesday,4626.37,35-44,Other
904,carousel,Facebook,Technology,7053,594,718,12178,0.09,Bengaluru Urban,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-06 11:02:23,October,Sunday,396.11,55+,Other
905,video,YouTube,Gaming,501,493,109,279,0.12,Delhi NCR Urban,Odia,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-19 07:47:02,May,Sunday,1715.01,25-34,Female
906,video,Instagram,Entertainment,4573,413,202,3940,0.25,Rural Karnataka South,Malayalam,No,Low,Vasant Panchami,2024-02-21 13:43:19,February,Wednesday,3276.54,55+,Male
907,carousel,Facebook,Politics,3584,117,319,3144,0.35,Rural Punjab,Marathi,No,Medium,"Baisakhi, Ram Navami",2024-04-23 05:34:26,April,Tuesday,780.3,45-54,Male
908,reel,Facebook,Entertainment,2876,517,466,6392,0.09,Mysuru Urban,English,Yes,Low,Ganesh Chaturthi,2024-09-08 13:49:10,September,Sunday,1876.27,25-34,Female
909,video,Facebook,Sports,2643,699,123,7663,0.1,Rural UP East,Telugu,No,Low,Vasant Panchami,2024-02-20 02:24:31,February,Tuesday,4040.2,45-54,Male
910,video,Instagram,Movies,4128,988,497,3206,0.16,Rural Tamil Nadu South,Bhojpuri,No,Low,Ganesh Chaturthi,2024-09-15 06:35:49,September,Sunday,1174.71,55+,Other
911,video,Instagram,Politics,7060,424,696,12994,0.13,Rural Punjab,Tamil,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-24 12:02:28,October,Thursday,57.69,25-34,Female
912,carousel,Facebook,Health,5691,1047,529,7635,0.11,Rural Tamil Nadu South,Kannada,No,Medium,"Baisakhi, Ram Navami",2024-04-07 17:03:09,April,Sunday,3150.89,55+,Other
913,static_image,Facebook,Health,7437,1069,246,759,0.31,Rural Bihar,Tamil,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-29 15:30:17,August,Thursday,91.67,18-24,Female
914,static_image,Instagram,Education,368,718,216,7909,0.02,Mysuru Urban,Urdu,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-18 13:29:43,May,Saturday,1293.44,55+,Female
915,reel,Facebook,Entertainment,1289,178,467,3328,0.29,Noida Urban,Marathi,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-29 13:09:12,May,Wednesday,4852.98,45-54,Other
916,static_image,Instagram,Music,216,103,238,8577,0.26,Rural Karnataka South,Gujarati,No,Low,Rath Yatra,2024-06-07 17:10:50,June,Friday,4787.39,35-44,Female
917,video,YouTube,Politics,2656,820,335,4827,0.25,Rural Tamil Nadu South,Odia,Yes,Low,Ganesh Chaturthi,2024-09-05 11:29:59,September,Thursday,338.02,18-24,Other
918,video,YouTube,Finance,556,1213,162,2037,0.13,Rural Rajasthan,Bengali,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-24 20:04:38,August,Saturday,2113.98,35-44,Female
919,video,Facebook,Social Issues,3169,570,410,7906,0.11,Hyderabad Urban,Telugu,No,Low,Eid al-Adha,2024-07-13 17:21:52,July,Saturday,2488.29,35-44,Female
920,carousel,Instagram,Travel,4844,919,28,7481,0.14,Noida Urban,Kannada,Yes,Low,"Christmas, New Year's Eve",2024-12-22 01:31:44,December,Sunday,4751.05,35-44,Male
921,static_image,YouTube,Education,4132,639,313,3758,0.21,Gurgaon Urban,Urdu,Yes,Medium,"Holi, Maha Shivaratri",2024-03-11 15:06:32,March,Monday,2672.86,18-24,Female
922,carousel,Facebook,Finance,3320,763,22,7119,0.11,Rural Tamil Nadu North,Bengali,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-31 02:54:58,May,Friday,4121.16,55+,Other
923,static_image,Facebook,Sports,6580,492,646,3349,0.11,Delhi NCR Urban,Punjabi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-10 11:51:22,October,Thursday,3390.14,55+,Female
924,static_image,Instagram,Fashion,925,248,446,9591,0.07,Delhi NCR Urban,Bhojpuri,No,Medium,"Lohri, Pongal, Republic Day",2024-01-25 08:35:58,January,Thursday,4992.95,45-54,Other
925,video,Facebook,Gaming,2196,550,410,8663,0.15,Rural West Bengal,Malayalam,No,Low,Ganesh Chaturthi,2024-09-28 14:14:11,September,Saturday,1210.8,25-34,Female
926,carousel,Facebook,Fashion,7282,1141,63,5460,0.26,Mysuru Urban,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-29 13:40:50,October,Tuesday,1301.81,35-44,Other
927,reel,Facebook,Music,2017,236,267,6073,0.32,Rural Bihar,Telugu,No,Medium,"Baisakhi, Ram Navami",2024-04-02 15:55:25,April,Tuesday,4026.96,45-54,Male
928,video,Facebook,Food,4773,982,469,1517,0.13,Rural Maharashtra West,Telugu,No,Low,"Christmas, New Year's Eve",2024-12-07 20:31:16,December,Saturday,1595.91,18-24,Female
929,static_image,Facebook,Health,4854,205,174,11010,0.21,Rural Tamil Nadu North,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-13 07:59:15,November,Wednesday,526.41,25-34,Male
930,static_image,Facebook,Entertainment,4064,202,510,10968,0.19,Rural Maharashtra East,Gujarati,No,Medium,"Baisakhi, Ram Navami",2024-04-09 23:25:19,April,Tuesday,2627.41,18-24,Male
931,reel,Facebook,Finance,2084,874,15,569,0.05,Hyderabad Urban,Odia,No,Low,Vasant Panchami,2024-02-02 04:48:24,February,Friday,2932.51,35-44,Female
932,video,YouTube,Fashion,6147,1236,223,11250,0.1,Pune Urban,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-25 11:48:34,November,Monday,4967.39,35-44,Female
933,carousel,Facebook,Gaming,811,378,357,6693,0.31,Delhi Urban,Kannada,No,Medium,"Holi, Maha Shivaratri",2024-03-10 23:06:43,March,Sunday,2226.68,55+,Female
934,carousel,Instagram,Movies,769,498,198,9957,0.08,Rural Maharashtra East,Tamil,Yes,Low,Rath Yatra,2024-06-21 14:20:16,June,Friday,1510.44,18-24,Other
935,video,YouTube,Fashion,3323,605,368,401,0.03,Rural Karnataka South,Hinglish,No,Low,Eid al-Adha,2024-07-08 17:08:57,July,Monday,263.35,35-44,Male
936,video,Instagram,Music,1246,182,174,933,0.16,Delhi NCR Urban,Bhojpuri,No,Medium,"Lohri, Pongal, Republic Day",2024-01-14 01:28:19,January,Sunday,4382.71,55+,Other
937,video,YouTube,Music,1069,649,410,2308,0.1,Rural Maharashtra North,Bhojpuri,No,Medium,"Holi, Maha Shivaratri",2024-03-28 05:36:15,March,Thursday,820.49,45-54,Male
938,carousel,Facebook,Entertainment,4143,838,664,1656,0.44,Rural Maharashtra East,Punjabi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-04 17:10:35,August,Sunday,3379.21,55+,Other
939,video,Facebook,Sports,2571,436,276,8962,0.28,Hyderabad Urban,Kannada,Yes,Low,"Christmas, New Year's Eve",2024-12-26 09:24:48,December,Thursday,1178.94,18-24,Male
940,carousel,Facebook,Food,2206,1155,192,13849,0.06,Rural Maharashtra West,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-28 02:58:44,November,Thursday,2092.03,25-34,Female
941,static_image,YouTube,Technology,3540,495,436,751,0.17,Rural Bihar,English,No,Medium,"Lohri, Pongal, Republic Day",2024-01-19 00:16:02,January,Friday,2248.34,55+,Female
942,video,Instagram,Health,4882,882,459,9629,0.13,Rural NCR,Kannada,No,Low,Ganesh Chaturthi,2024-09-05 13:59:29,September,Thursday,369.22,45-54,Female
943,reel,Instagram,Health,3076,48,387,14730,0.41,Chennai Urban,English,Yes,High,"Diwali, Bhai Dooj",2024-11-06 07:52:25,November,Wednesday,3177.24,35-44,Male
944,video,YouTube,Fashion,4076,438,47,1874,0.1,Rural UP East,English,No,Low,Ganesh Chaturthi,2024-09-27 22:32:18,September,Friday,4547.37,18-24,Female
945,carousel,Instagram,Finance,175,237,71,3239,0.12,Noida Urban,Bhojpuri,Yes,Low,Ganesh Chaturthi,2024-09-11 22:07:31,September,Wednesday,4899.71,25-34,Other
946,carousel,Instagram,Politics,1396,496,117,362,0.32,Rural Rajasthan,Marathi,Yes,Medium,"Holi, Maha Shivaratri",2024-03-23 13:04:32,March,Saturday,210.35,18-24,Other
947,static_image,Facebook,Music,2027,342,145,2186,0.16,Mumbai Urban,English,Yes,Low,Eid al-Adha,2024-07-20 15:45:17,July,Saturday,3027.39,45-54,Male
948,static_image,YouTube,Technology,1230,271,76,12307,0.15,Bengaluru Suburban,Kannada,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-11 21:43:57,August,Sunday,2479.08,35-44,Female
949,video,YouTube,Social Issues,376,481,399,7710,0.22,Pune Urban,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-24 06:43:45,December,Tuesday,1344.54,55+,Male
950,video,YouTube,Technology,2092,585,278,158,0.11,Rural Maharashtra West,Punjabi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-15 08:02:38,January,Monday,2968.57,45-54,Female
951,video,Instagram,Music,1015,390,274,5444,0.15,Bengaluru Urban,Telugu,No,Low,Vasant Panchami,2024-02-15 20:01:46,February,Thursday,3520.79,55+,Female
952,carousel,Facebook,Sports,102,813,712,6795,0.35,Bengaluru Suburban,Bengali,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-01 22:30:03,October,Tuesday,2193.43,25-34,Male
953,carousel,Instagram,Travel,2219,330,143,8557,0.02,Kolkata Urban,Kannada,No,Low,Eid al-Adha,2024-07-24 18:47:48,July,Wednesday,3084.91,55+,Male
954,carousel,Instagram,Politics,1894,1084,484,1242,0.33,Rural Maharashtra West,Marathi,Yes,Medium,"Baisakhi, Ram Navami",2024-04-03 07:27:11,April,Wednesday,1539.05,35-44,Male
955,carousel,Facebook,Music,3818,102,60,4525,0.17,Chennai Suburban,Bengali,No,Low,Vasant Panchami,2024-02-16 07:24:48,February,Friday,4477.85,25-34,Female
956,static_image,YouTube,Gaming,4362,629,41,239,0.14,Bengaluru Suburban,Gujarati,No,Low,Rath Yatra,2024-06-01 01:09:11,June,Saturday,4868.77,45-54,Other
957,reel,Facebook,Technology,2343,201,181,6899,0.02,Mumbai Suburban,Gujarati,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-26 17:28:52,May,Sunday,1171.45,35-44,Other
958,reel,Instagram,Sports,5043,1341,480,11598,0.05,Rural Punjab,Bhojpuri,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-17 08:30:47,August,Saturday,1489.84,18-24,Male
959,reel,Instagram,Education,4839,496,104,6890,0.02,Rural West Bengal,English,Yes,Low,Ganesh Chaturthi,2024-09-04 14:04:07,September,Wednesday,1477.07,25-34,Other
960,video,Facebook,Music,4056,99,470,8919,0.06,Bengaluru Urban,Punjabi,Yes,Low,Ganesh Chaturthi,2024-09-08 05:22:36,September,Sunday,1478.95,25-34,Male
961,video,Instagram,Music,147,519,341,2974,0.14,Delhi NCR Urban,Malayalam,No,Low,Rath Yatra,2024-06-23 17:07:14,June,Sunday,2219.39,25-34,Other
962,static_image,Instagram,Finance,5602,150,454,6140,0.16,Mumbai Urban,Tamil,Yes,Medium,"Baisakhi, Ram Navami",2024-04-21 11:26:24,April,Sunday,4599.04,45-54,Other
963,static_image,YouTube,Finance,4068,246,493,12919,0.07,Gurgaon Urban,Hindi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-19 18:28:52,August,Monday,1215.57,45-54,Other
964,video,YouTube,Gaming,4582,705,126,14680,0.24,Rural Maharashtra North,Tamil,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-13 00:41:15,August,Tuesday,774.44,55+,Other
965,carousel,Facebook,Music,3266,852,176,136,0.28,Rural Maharashtra North,Marathi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-11 22:49:14,May,Saturday,61.97,45-54,Male
966,video,YouTube,Movies,85,845,207,6799,0.26,Delhi NCR Urban,Bengali,No,Low,Eid al-Adha,2024-07-27 17:41:49,July,Saturday,2666.96,35-44,Other
967,video,YouTube,Sports,1402,76,703,3979,0.16,Rural UP East,Punjabi,Yes,High,"Diwali, Bhai Dooj",2024-11-21 18:35:59,November,Thursday,406.62,45-54,Other
968,static_image,Instagram,Fashion,3378,889,73,3757,0.35,Coimbatore Urban,Urdu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-01 22:28:27,January,Monday,3139.94,25-34,Other
969,video,YouTube,Social Issues,4639,222,481,2332,0.22,Rural Gujarat,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-05 12:29:14,December,Thursday,1783.88,55+,Female
970,static_image,YouTube,Health,6319,976,358,9547,0.44,Mumbai Suburban,Hindi,Yes,High,"Diwali, Bhai Dooj",2024-11-08 01:54:22,November,Friday,2253.62,55+,Female
971,static_image,Instagram,Finance,4800,687,157,5703,0.13,Mumbai Urban,Bhojpuri,No,Low,Ganesh Chaturthi,2024-09-23 07:48:08,September,Monday,829.22,55+,Female
972,video,Instagram,Entertainment,4578,278,5,6704,0.2,Chennai Suburban,Tamil,No,Low,Rath Yatra,2024-06-05 18:17:58,June,Wednesday,4547.6,55+,Female
973,video,YouTube,Entertainment,647,420,238,3304,0.28,Rural Maharashtra East,Tamil,No,Low,Ganesh Chaturthi,2024-09-12 23:34:22,September,Thursday,4339.0,55+,Female
974,reel,Instagram,Politics,3198,908,74,8684,0.06,Rural Maharashtra North,Bengali,No,Low,Vasant Panchami,2024-02-01 14:22:11,February,Thursday,2644.57,35-44,Other
975,static_image,YouTube,Fashion,1473,465,123,14526,0.3,Pune Urban,Bengali,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-01 12:58:11,August,Thursday,4797.08,55+,Male
976,static_image,YouTube,Health,5774,542,481,955,0.27,Rural Maharashtra North,Telugu,Yes,Medium,"Holi, Maha Shivaratri",2024-03-05 03:36:33,March,Tuesday,3322.22,45-54,Male
977,carousel,Facebook,Technology,2245,117,246,4411,0.44,Rural UP West,Hinglish,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-21 02:05:22,August,Wednesday,3030.95,25-34,Female
978,reel,Instagram,Technology,1250,340,283,3040,0.27,Hyderabad Urban,Kannada,No,Low,Ganesh Chaturthi,2024-09-05 19:56:18,September,Thursday,4321.36,18-24,Female
979,reel,Instagram,Fashion,1329,1450,637,2278,0.24,Coimbatore Urban,Hinglish,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-03 14:30:57,August,Saturday,3158.9,35-44,Other
980,reel,Instagram,Finance,4367,221,81,1277,0.11,Mumbai Suburban,Marathi,No,Low,"Christmas, New Year's Eve",2024-12-30 02:34:24,December,Monday,3627.51,45-54,Other
981,reel,Instagram,Education,2159,168,5,6409,0.16,Rural Karnataka North,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-05 21:49:13,December,Thursday,3910.69,18-24,Male
982,reel,Instagram,Travel,4870,499,667,5967,0.2,Delhi Urban,Urdu,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-24 15:36:20,October,Thursday,3186.39,55+,Male
983,video,YouTube,Sports,6709,670,142,7000,0.14,Rural Tamil Nadu North,Punjabi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-12 12:12:52,October,Saturday,1242.23,18-24,Male
984,carousel,Facebook,Sports,3822,1045,187,8558,0.08,Rural Karnataka North,Telugu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-13 22:07:47,January,Saturday,1558.78,35-44,Male
985,static_image,Facebook,Finance,1363,72,385,262,0.19,Noida Urban,Bhojpuri,No,Medium,"Holi, Maha Shivaratri",2024-03-08 13:53:43,March,Friday,3971.33,18-24,Female
986,video,YouTube,Movies,4174,134,315,930,0.28,Rural Tamil Nadu North,Gujarati,No,Low,Rath Yatra,2024-06-18 12:43:21,June,Tuesday,1090.89,35-44,Male
987,static_image,YouTube,Travel,2419,631,263,313,0.15,Chennai Suburban,Bhojpuri,No,Low,Ganesh Chaturthi,2024-09-17 17:32:47,September,Tuesday,859.21,45-54,Male
988,reel,Facebook,Fashion,1816,599,287,2251,0.13,Rural Maharashtra West,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-03 02:11:33,December,Tuesday,899.64,25-34,Male
989,video,Facebook,Fashion,3124,585,109,7211,0.29,Rural Gujarat,Malayalam,No,Low,"Christmas, New Year's Eve",2024-12-14 21:36:14,December,Saturday,3238.95,55+,Male
990,video,YouTube,Finance,1437,1035,72,8184,0.1,Pune Urban,Bhojpuri,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-31 19:45:18,August,Saturday,109.61,55+,Other
991,static_image,YouTube,Travel,3817,846,330,897,0.24,Chennai Urban,Urdu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-12 17:22:24,May,Sunday,1607.92,45-54,Male
992,video,Facebook,Politics,3508,355,372,9344,0.23,Rural Tamil Nadu North,Kannada,No,Low,Eid al-Adha,2024-07-27 08:37:35,July,Saturday,393.92,18-24,Female
993,static_image,YouTube,Music,1857,15,9,3423,0.4,Rural Karnataka South,Odia,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-27 07:36:16,October,Sunday,252.28,45-54,Other
994,reel,Instagram,Travel,3379,194,292,8360,0.06,Rural Karnataka South,Marathi,No,Low,Vasant Panchami,2024-02-01 12:31:34,February,Thursday,4510.26,25-34,Other
995,static_image,YouTube,Travel,1965,569,210,9489,0.2,Mumbai Urban,Urdu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-01 08:16:01,May,Wednesday,2030.14,45-54,Male
996,carousel,Facebook,Social Issues,1687,101,375,7735,0.06,Delhi NCR Urban,Malayalam,No,Low,Vasant Panchami,2024-02-14 01:25:01,February,Wednesday,34.95,55+,Male
997,static_image,YouTube,Movies,4362,20,12,3104,0.1,Rural UP West,English,No,Low,"Christmas, New Year's Eve",2024-12-29 13:11:24,December,Sunday,469.51,25-34,Other
998,static_image,Facebook,Entertainment,339,1450,661,5004,0.23,Rural Karnataka North,Odia,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-10 04:07:15,October,Thursday,4609.75,45-54,Other
999,video,Facebook,Music,1800,562,454,2858,0.17,Chennai Suburban,Telugu,No,Low,Eid al-Adha,2024-07-14 02:27:24,July,Sunday,2143.66,18-24,Female
1000,video,YouTube,Social Issues,4294,592,387,5417,0.25,Bengaluru Suburban,Bengali,No,Low,Ganesh Chaturthi,2024-09-05 15:53:07,September,Thursday,1209.76,45-54,Male
